,Unnamed: 0,index,business_id,latitude,longitude,stars_y,postal_code,categories_count,checkin_count,location,open,environment,value,taste,food,survice,feeling
31,31,1311,1lp-Y6oaoI4BOPU3hyvIVQ,36.057517,-115.1552512,3.5,89119.0,3,1,3.33,3.4,4.4,5.0,2.0,5.0,4.56,4.0
32,32,1340,1wvXEL679JbB0c-XAUmvyg,36.379279,-115.226097,3.5,89130.0,3,1,3.22,3.67,4.4,5.0,2.0,5.0,5.0,5.0
33,33,1349,2-LftWyZzwpevblta5xRIg,36.138147,-115.17276,5.0,89109.0,5,155,3.22,2.19,4.4,1.69,2.0,5.0,3.0,2.31
34,34,1383,2-piM4HDzQh0vJQY3pjQ9g,36.17097800000001,-115.145447,4.0,89101.0,3,35,2.78,3.18,4.4,3.08,2.0,5.0,4.17,3.47
35,35,1427,21j71R7HELUZODhMLohg2Q,36.160035,-115.1396917,3.5,89101.0,10,1,5.0,4.75,4.4,4.0,2.0,5.0,2.86,3.5
36,36,1442,2EZXd2IaO745nDVYFJzIOA,36.0895308,-115.1904445,5.0,89118.0,5,2,5.0,4.5,4.4,5.0,2.0,5.0,5.0,4.8
37,37,1464,2H-o9jNW-9xEz9F69WLNuA,36.1375365271,-115.2089707553,2.0,89146.0,3,3,5.0,3.5,4.4,5.0,2.0,5.0,4.0,3.0
38,38,1468,2HjJeq0iwPeiJ4lR5Vf9NQ,36.0990448,-115.1704519,3.0,89101.0,2,1,5.0,3.5,4.4,5.0,2.0,5.0,4.0,4.25
39,39,1479,2IqODXx1v_CwIKT57Xvp6Q,36.11411276,-115.24174869059999,3.5,89103.0,2,51,4.25,4.11,4.4,4.2,2.0,5.0,4.0,3.78
40,40,1521,2KNH2fCFd3bB8787Tlo6vw,36.0871963887,-115.3071463108,3.5,89148.0,5,155,4.57,4.6,4.4,4.14,4.0,5.0,4.1,4.62
41,41,1562,2NsEac9xCBI05bo5l4yI7Q,36.0600895,-115.1641639079,2.5,89119.0,3,438,4.24,4.13,4.4,4.14,3.4,5.0,4.13,4.07
42,42,2055,2VI5qse_Uew3szoTcLrJMg,36.09922720000001,-115.3013067,4.5,89147.0,4,1,5.0,4.11,4.4,4.5,4.33,5.0,3.86,5.0
43,43,2061,2hrj6ISpLJmvRen3AZkBWw,36.2643443318,-115.25790247370001,2.5,89149.0,4,42,3.6,4.11,4.4,4.5,4.33,5.0,3.86,4.25
44,44,2078,2k01kgbLdNV9b19GrOqdNA,36.1418287187,-115.1421265609,4.5,89104.0,5,155,3.9,4.0,3.25,4.5,3.0,4.29,4.21,3.8
45,45,2137,2mW2zWzctk8h5Q3PddzFKA,36.1233903,-115.1546007,4.0,89169.0,2,31,5.0,3.94,4.0,5.0,4.5,4.5,5.0,4.0
46,46,2143,2qITBvSPsrXJPutDevpNOQ,36.1293693,-115.2975473,2.5,89117.0,7,580,3.88,3.94,4.0,4.5,4.5,4.5,4.09,4.0
47,47,2185,2ud0HfV_-CgilOPfkwijsg,36.0576028,-115.2699244,3.5,89113.0,3,26,4.75,4.44,4.25,2.0,4.5,4.05,4.33,4.0
48,48,2201,2xbxXWeu3tpZEJdGTTGbLg,36.1440254,-115.1938769,3.5,89102.0,2,20,3.82,4.78,4.25,4.5,5.0,4.05,4.25,4.12
49,49,2227,31BSLQveLV7eeIoWNxhTaw,36.1444737,-115.1354528,4.0,89104.0,6,548,2.5,4.0,3.4,1.0,5.0,4.0,2.5,2.5
50,50,2231,31kAtvJIvhXTmttehPbbBw,36.01616679999999,-115.28544850000002,4.5,89178.0,8,1,1.0,2.33,3.4,1.0,5.0,5.0,3.0,3.0
51,51,2240,32FTAxYkehRO2lozvGszkQ,36.1438977,-115.0641604,3.0,89142.0,3,63,3.0,1.0,3.4,2.75,5.0,5.0,3.33,3.0
52,52,2243,36qbJUFglkSb4BcblyTl3A,36.1982525677,-115.28322518590001,3.5,89128.0,6,36,3.36,2.47,3.4,2.75,5.0,2.5,3.8,3.67
53,53,2296,37Yr0CSGSuVdBnYfLLjkTQ,36.123421,-115.243045,2.5,89103.0,2,94,4.67,4.17,3.4,4.33,3.55,2.5,3.2,3.2
54,54,2325,3AEWSso6YdRb00SICNKn7Q,36.0211192,-115.1190908,4.0,89123.0,3,46,3.67,3.92,3.4,4.33,3.55,4.0,2.5,1.0
55,55,2364,3KNC2yixPC68n3MyEivl3A,36.0549772,-115.1691065,4.0,89123.0,4,104,3.71,2.57,3.4,3.4,5.0,2.0,2.5,3.22
56,56,2385,3LtBbiCfZiRd_32RlbQInQ,36.1697096,-115.1236952,5.0,89101.0,3,10,3.33,4.5,3.4,2.5,5.0,2.0,3.0,4.67
57,57,2397,3YKFxMfFfK-55u2PuaRNog,36.1148054,-115.2778317,3.0,89147.0,4,5,3.33,3.0,3.4,2.5,5.0,2.0,3.0,4.0
58,58,2408,3aRt8JPhjkfvbhqb3kJsbg,36.0565889,-115.2783399,4.5,89113.0,3,43,3.5,4.0,3.4,3.5,5.0,3.68,3.56,4.0
59,59,2443,3fdtp-bzoE4ZgTakkcEBzQ,36.1674401,-115.1484346,4.0,89101.0,16,4648,3.39,3.45,3.4,3.38,4.5,3.68,3.82,3.69
60,60,2648,3r8Habv8ufqrYIPLz_olEQ,36.147408730500004,-115.1553902775,4.5,89104.0,4,9,3.5,2.0,4.5,5.0,3.5,2.33,2.0,2.0
61,61,2651,3rFnH0MlGquQApfr4ss13Q,36.1135255527,-115.1635032892,4.0,89109.0,4,143,4.33,2.0,4.5,5.0,4.6,2.33,4.67,4.5
62,62,2667,3rJJeMOkVi_wEura5UCQqw,36.1955814446,-115.2488002181,3.5,89128.0,6,213,4.8,4.59,4.5,3.25,4.6,2.33,4.67,4.54
63,63,2717,3shPFnoXN6EWExMC4xLpNA,36.1594815,-115.2440517,3.0,89145.0,5,25,2.5,3.0,4.5,3.67,4.5,2.33,3.96,3.14
64,64,2755,3tTCNu7VybuQyz7xuaFmTw,36.118233,-115.170996,3.0,89109.0,2,39,4.67,2.5,4.5,3.0,4.5,2.33,4.29,3.2
65,65,2775,3y_WFe8yA19HvLrOp0ZTZw,36.1295416,-115.1325897,5.0,89103.0,4,1,1.0,3.33,3.25,4.5,4.5,4.0,4.5,4.0
66,66,2780,44tjMHhONQgSBa0SW3C0zg,36.0974279,-115.0297551,3.0,89122.0,2,127,1.0,3.5,3.25,2.5,4.5,4.0,3.0,4.0
67,67,2786,453CqRWFD0P8OLz4FyjyuQ,36.04300720000001,-115.1518352,5.0,89123.0,7,1,5.0,5.0,3.25,4.0,4.5,4.0,5.0,4.0
68,68,2789,4D58TPFmXDusBhctwu2Hog,36.1616174,-115.0638361,3.0,89110.0,4,2,5.0,4.5,3.25,4.0,4.5,4.0,4.5,3.12
69,69,2793,4F_7Ihf9FBXCW6PUllXptA,36.1791985,-115.1021046,3.5,89101.0,7,519,3.79,3.73,3.25,3.86,4.5,3.61,3.0,3.12
70,70,2839,4KDP8NVVluJ-WvVTjcn1YQ,36.0406189,-115.1174397,3.0,89123.0,3,11,3.58,4.08,5.0,5.0,4.5,2.57,4.0,4.6
71,71,2863,4RfLQ8p6kxZIU-A6_bKG0A,36.158726,-115.272474,4.5,89117.0,11,130,4.06,4.45,5.0,3.97,4.5,2.57,3.95,4.0
72,72,2996,4cS8ql252b9OMlKeNq_YCQ,36.1409949,-115.243574,1.5,89146.0,3,3,4.0,3.2,5.0,2.67,4.5,2.57,3.5,3.75
73,73,3002,4dXINKRDfcRt-30R9WX-vg,36.1886099,-115.287499,3.5,89134.0,4,217,2.6,3.2,5.0,2.67,4.5,2.57,3.0,3.75
74,74,3022,4eO86WWyUBbsoCro6NrXEQ,36.0813328,-115.31616509999998,3.0,89135.0,2,279,3.61,3.67,5.0,5.0,5.0,5.0,3.0,2.75
75,75,3033,4h1MHwFGWEx7H-KiHonEkg,36.1605691,-115.3208852,4.5,89135.0,4,24,3.61,3.5,5.0,4.33,5.0,5.0,3.0,3.78
76,76,3082,4jubHRWnZICNNMyQwnyjQw,36.1138057,-115.2850146,4.5,89147.0,7,5,3.0,5.0,5.0,5.0,2.0,5.0,3.33,4.0
77,77,3092,4kYZr9d_ohixJLHi9AVJDw,36.06938140000001,-115.1193405,2.0,89119.0,2,12,3.0,2.33,5.0,5.0,2.0,5.0,4.67,5.0
78,78,3099,4n81G-pmC3rfhmaPsbwYKg,36.1020497898,-115.1562883,4.5,89169.0,8,4,5.0,2.25,5.0,5.0,2.0,5.0,5.0,5.0
79,79,3102,4qCzryr-lKCxI4GKZcuNDQ,36.2058126,-115.2481033,3.0,89128.0,4,69,1.0,2.25,5.0,2.0,2.0,5.0,2.0,5.0
80,80,3108,57wIzrAx8b0OPcdDooS42w,36.2745018,-115.2702461,4.0,89149.0,2,3,3.12,1.0,5.0,2.0,2.0,5.0,2.0,3.0
81,81,3112,59J4pWtw-WyDVGxl1EZTgw,36.067034,-115.2512985,5.0,89113.0,4,4,3.12,2.0,5.0,2.0,2.0,5.0,2.0,3.0
82,82,3116,59huubQWzzt8oOfOZ4w29g,36.1270497176,-115.1356455334,1.5,89109.0,6,64,3.12,3.62,5.0,4.29,1.0,5.0,2.6,5.0
83,83,3140,5GzTTxyIJVRESNFOVPXHuw,36.08637793,-115.1377086,2.5,89118.0,2,53,5.0,3.4,5.0,1.0,1.0,5.0,4.2,4.2
84,84,3156,5MfsMof-_ddB6MqdoyMXDQ,36.1070957,-115.0591787,1.0,89122.0,3,1,2.5,4.5,2.62,1.0,1.0,2.3,1.0,4.2
85,85,3159,5NyAYogQEmUqz7ayXfN6NQ,36.1117289,-115.1243437,3.0,89119.0,7,13,2.0,3.0,2.62,1.0,1.0,2.3,1.0,4.2
86,86,3173,5PX6Ekno5-LBmQA2bA_wuQ,36.1138316877,-115.2850478558,4.5,89147.0,9,16,3.36,3.22,2.62,3.19,1.0,2.3,4.12,4.27
87,87,3224,5SZe-u0hyquuipQL5lbg_g,36.10076061,-115.10188180870001,4.0,89121.0,9,115,2.44,1.25,2.62,3.0,1.25,2.3,2.38,2.17
88,88,3265,5dpRzuPxUYZ-Sxgf-regzw,36.05842,-115.2721056,1.5,89113.0,3,38,4.4,1.0,4.0,2.0,1.0,3.6,2.0,4.0
89,89,3273,5gZ4k_mdDOcEmCG4wHVH-g,36.042985,-115.288938,2.5,89148.0,5,69,4.4,3.17,4.0,2.0,1.0,3.6,4.0,5.0
90,90,3284,5ma1OUQWy_Ds80xUiP7JPQ,36.126649,-115.225307,4.0,89146.0,3,1432,3.63,3.61,3.83,3.35,3.82,3.54,3.42,3.62
91,91,3790,5qG4UHurI1yEozwn25WAFw,36.119787,-115.190605,4.0,89103.0,9,124,3.84,3.82,3.95,3.94,3.71,3.85,3.78,3.91
92,92,4092,5sFVttifV5ID8Gs0-iiAsA,36.1575464,-115.2860645,5.0,89117.0,4,4,1.0,1.0,3.74,1.33,4.22,4.18,1.0,1.33
93,93,4100,5uT16_Lpl3hwvcONNds6DQ,36.162454,-115.157901,3.0,89106.0,7,216,1.5,1.2,3.74,1.33,4.22,4.18,1.33,1.5
94,94,4113,5yZ1XmDcOEsElDeb9PlPDQ,36.1259293,-115.1976305,4.0,89102.0,3,873,4.07,3.72,3.74,3.72,4.22,4.18,4.0,4.29
95,95,4266,67__d4hCRV47mNrMJabo5w,36.157177,-115.155902,4.5,89102.0,3,3,4.2,4.05,4.67,4.5,5.0,5.0,4.22,4.44
96,96,4311,68MErw5ihghfLJY7ouxetg,36.21680870000001,-115.2495388,3.5,89128.0,4,3,3.0,4.0,4.67,3.77,5.0,4.5,5.0,3.0
97,97,4315,68O4uYCd0YToLOLqHTBSZQ,36.1128473081,-115.17242081139999,5.0,89109.0,5,258,4.0,4.02,4.67,3.77,5.0,4.5,5.0,4.17
98,98,4529,6Dc8n5zmf2WLrX1Q6yHzxw,36.273107,-115.270208,4.5,89149.0,2,25,5.0,5.0,5.0,4.25,5.0,4.4,5.0,5.0
99,99,4540,6E8firUHULUasTt6puy2_A,36.1697619,-115.0626777,4.0,89110.0,4,30,4.22,4.33,5.0,4.25,5.0,4.4,4.43,4.07
100,100,4587,6EARSVxeqMR1R33K9yNGmg,36.1151111,-115.1393068,3.0,89119.0,2,34,3.0,3.75,5.0,5.0,5.0,4.4,4.73,5.0
101,101,4612,6Ege_N9uJ-rtKIs1TNA8aQ,36.0847797554,-115.0315821789,2.5,89122.0,2,241,4.75,4.17,3.0,5.0,5.0,4.4,4.8,3.67
102,102,4632,6EiZAt37__sm2takl8HPXA,36.26592,-115.25733,2.5,89149.0,6,22,4.38,4.25,4.0,3.88,5.0,5.0,4.75,4.62
103,103,4668,6G2KEkAgkAgSpIb4U8DgNw,36.1118006,-115.1242548,3.0,89119.0,3,8,4.0,5.0,4.0,4.33,5.0,4.0,5.0,5.0
104,104,4676,6GW7g_YolSIcNwAiOHcc1g,36.0645786401,-115.1629396668,4.5,89119.0,3,46,4.11,4.6,4.0,4.33,3.67,4.0,3.0,4.2
105,105,4703,6Me7r6qLyFSQJP0VZzQ-Wg,36.2192574,-115.2929726,3.5,89129.0,5,141,4.53,4.38,4.63,5.0,5.0,4.5,4.71,4.44
106,106,4777,6ROKbSSPdvkDxwjW7nVlYA,36.1699412,-115.13982959999998,5.0,89109.0,5,12,3.0,4.33,4.63,5.0,4.16,5.0,3.98,4.33
107,107,4786,6fPQJq4f_yiq1NHn0fd11Q,36.1125266402,-115.17135143280001,3.5,89109.0,3,1652,4.25,4.17,4.63,4.13,4.16,4.25,3.98,4.3
108,108,5329,6hGFtOcrhYeAE0uBUNpgLQ,36.124423,-115.146372,4.0,89109.0,2,57,3.8,3.67,3.78,4.5,3.33,4.0,4.33,3.67
109,109,5338,6oRpeY9AugWVb3ONCEVHuw,36.159183,-115.152694,4.5,89104.0,7,70,3.75,3.33,3.78,3.5,3.33,4.02,2.0,4.25
110,110,5349,6qVc33e9KRAYEfoieio0cQ,36.2187818,-115.2551053,5.0,89129.0,5,1,4.07,5.0,3.78,5.0,3.33,4.02,3.96,5.0
111,111,5352,6s7uduX1Q1KSjOKvwxYkRA,36.1022995155,-115.20245064049999,3.5,89103.0,4,581,4.07,4.03,3.78,4.29,3.33,4.02,3.96,4.18
112,112,5442,6zBS6fba8fwrs_fN3g55kQ,36.1588029,-115.2210582,5.0,89146.0,2,1,4.4,5.0,4.33,5.0,4.5,4.67,5.0,5.0
113,113,5445,707ST4xhNavXNvZtEL-RgQ,36.159616,-115.251523,3.5,89145.0,2,62,4.4,4.0,4.33,5.0,4.5,4.67,4.0,4.0
114,114,5455,708rW5WbXrqPHhmec-I5pA,36.1988542,-115.2659777,5.0,89128.0,6,1,4.21,5.0,4.33,4.29,4.41,4.27,5.0,5.0
115,115,5462,74C1z6cqEdvJVgETTcEodw,36.121305,-115.175582,4.0,89109.0,11,487,4.21,4.33,4.33,4.29,4.41,4.27,4.27,4.35
116,116,5763,77AfVfvvjfQXslusY8QElg,36.114384,-115.1218936,3.5,89119.0,8,35,4.58,4.33,5.0,4.0,4.33,5.0,4.62,4.64
117,117,5802,7A2JqMWCHv9DaEYoeFz0Ag,36.1153098,-115.2176774,3.0,89103.0,4,1,2.8,3.25,4.5,4.0,4.33,3.88,2.5,3.75
118,118,5824,7B5kcuCUkQD3AI3vqFI2cA,36.137184795799996,-115.16259469090001,3.5,89109.0,5,4,2.75,4.17,4.5,1.0,4.33,3.88,4.0,4.0
119,119,5827,7Ppgpgva-HP3o3h-xp2sWw,36.2190919,-115.281397,2.0,89129.0,6,21,2.75,4.17,4.5,5.0,4.33,3.88,4.0,4.0
120,120,5847,7QXbCdmyDFHFK_cbG4TPVQ,36.130190846,-115.29004435110001,2.0,89117.0,3,6,3.14,3.5,3.75,3.0,4.33,2.0,3.0,4.0
121,121,5874,7Qt8-mOdqkAri_9t74h_EA,36.138848,-115.161774,3.0,89109.0,9,219,2.5,2.5,3.75,1.0,3.33,4.0,3.0,2.43
122,122,5898,7W8S1-A8sB3ngsoHyNflGA,36.1688235,-115.2185573,5.0,89107.0,2,1,3.75,4.5,3.75,5.0,3.33,3.83,5.0,5.0
123,123,5901,7Wr0piSMGiq5qy5opiLNrA,36.1045297594,-115.1671205229,3.5,89109.0,4,99,3.75,4.5,3.75,4.8,3.33,3.83,3.45,3.25
124,124,5933,7aHzNulGbSgDpllHT3Qfiw,36.2256934,-115.21777,4.0,89130.0,2,1,1.5,1.0,3.55,4.0,3.33,4.5,2.5,1.0
125,125,5937,7ecNL_K0X9bCRAXoOnXycA,36.0996345,-115.17135790000002,2.0,89109.0,6,7,3.5,3.0,3.55,4.0,3.33,4.5,1.5,1.0
126,126,5941,7hpcxyY0azlVtwAlg9N-wA,36.1692398,-115.1400789,5.0,89101.0,3,4,3.5,1.0,3.55,4.0,3.33,4.5,1.5,1.0
127,127,5944,7lp3IV5xQNXxYcsRaaNWHA,36.1592271,-115.1461593,1.5,89101.0,3,5,3.5,1.0,3.55,4.0,3.33,4.5,1.5,1.0
128,128,5955,7v-2HkyrfYkPf471v4gCmg,36.0539460743,-115.169012,2.0,89123.0,2,114,5.0,3.73,3.55,2.0,3.33,4.5,3.5,4.5
129,129,5993,7vWb1Afpm2arr8NCaE_EyQ,36.1687145,-115.1355313,4.5,89101.0,4,18,5.0,3.75,3.55,4.8,4.0,4.5,4.67,5.0
130,130,6002,7wMCJ9NqL9eBEX4WdJWuIA,36.1035296,-115.1723424,3.5,89109.0,2,466,3.43,3.24,3.55,3.67,4.8,3.78,3.73,4.14
131,131,6134,81-wh-qHg2hvwHQBjC0Q-w,36.0335095128,-115.1732504368,3.0,89123.0,5,1270,3.55,3.75,3.5,3.25,5.0,3.57,3.58,3.88
132,132,6322,82yel7phFJAXLKTi5-Kz8Q,36.1334536,-115.1888002,2.5,89102.0,4,1,1.0,1.8,5.0,1.0,2.0,5.0,4.0,5.0
133,133,6333,83gW66zb2LHNHB_95IhxgQ,36.0800351,-115.1102845,4.5,89120.0,4,1,1.0,5.0,5.0,4.0,2.0,5.0,4.0,1.0
134,134,6341,85_UE8pg0tw8T7-RKmKIgA,36.096879,-115.197118,5.0,89118.0,2,1,3.5,3.44,5.0,4.0,2.0,5.0,4.0,3.0
135,135,6344,883p8Iq1DGAcrP6GU5XRog,36.09512210000001,-115.1886381,1.0,89118.0,5,1,3.71,3.44,5.0,3.0,2.0,5.0,3.44,3.0
136,136,6440,88pdf6YYPBkn1xjaXJNRsw,36.1086896,-115.1731693,3.0,89109.0,5,7,5.0,5.0,5.0,5.0,5.0,5.0,3.93,4.5
137,137,6444,893VryJbZcCm5V9xon_aLA,36.2200387,-115.2123514,5.0,89130.0,5,7,5.0,5.0,5.0,3.67,5.0,5.0,3.93,4.5
138,138,6449,8EDsTHnSfsAJSD17TM3fMA,36.1584265714,-115.2855179902,3.5,89117.0,4,69,3.21,3.97,3.35,3.67,5.0,5.0,3.93,2.78
139,139,6523,8HzLwYCLlp4aYwG73elHcA,36.0622586845,-115.25081952219999,2.0,89113.0,5,53,3.5,3.55,3.35,3.33,4.0,2.0,3.92,4.33
140,140,6548,8KfDZZJ-UVg80C887xLpGA,36.1277253,-115.1744147,2.0,89109.0,3,6,2.0,4.31,3.35,2.0,2.0,2.0,4.11,4.17
141,141,6551,8LDQnTOiqNF6C8EdCF1Slg,36.2996968,-115.28016409999998,4.0,89131.0,8,13,4.0,4.31,3.35,4.12,2.0,2.0,4.11,4.17
142,142,6582,8UMFvFWmSpfl8JZ_jm1K3A,36.086338700000006,-115.0589979,3.0,89122.0,4,16,4.05,4.0,3.35,4.12,2.0,5.0,4.04,3.8
143,143,6637,8Y_PQ1l710Jv_xcAwGZabA,36.159381,-115.319598,4.0,89135.0,4,28,2.0,3.0,3.35,3.0,2.0,3.59,3.0,4.0
144,144,6641,8_gzv_ts-NJ5xOGWW7ZEPQ,36.084768,-115.24324,4.5,89118.0,2,12,3.33,3.0,3.35,3.0,4.5,3.59,3.67,4.0
145,145,6653,8bZ49zy4KlFVu5teFETYhQ,36.14335379999999,-115.2512854,3.5,89117.0,3,167,3.38,3.33,3.35,3.37,4.5,3.59,3.54,3.76
146,146,6707,8lZtLSeJVg28Gb75iklmmQ,36.1604696,-115.28988909999998,3.0,89145.0,8,265,3.61,3.45,3.23,4.13,2.67,3.25,3.37,3.67
147,147,6848,8nuvHKCDRrGjmm5c1gUnRw,36.229833,-115.224556,2.0,89130.0,7,21,3.8,2.78,3.12,4.0,3.0,1.0,2.78,2.0
148,148,6878,8t4RND0dQhO0MBvyuMVkKA,36.1922841,-115.15927179999998,4.0,89106.0,6,11,4.0,3.8,3.12,3.5,3.0,4.0,3.0,4.0
149,149,6891,8vkFJ_kA8XxDyjHfmsdEOg,36.1449420006,-115.3328382992,3.5,89135.0,4,322,3.79,3.75,3.12,3.1,3.0,3.67,3.77,3.93
150,150,6971,8wFiWvlfOVt1zvAvsoLw2g,36.130978000000006,-115.115914,3.0,89169.0,2,24,4.0,4.0,2.0,5.0,3.0,3.0,3.0,3.78
151,151,6978,8z8WXyWjynSgDe71zIa-CQ,36.1262474,-115.2423292,4.0,89146.0,2,6,4.0,4.0,4.0,3.75,3.0,4.0,4.21,3.78
152,152,6982,95OKRGypX25zoyvJYunU4g,36.1182919,-115.170409,4.0,89109.0,3,353,3.72,3.68,4.0,3.75,3.0,4.0,4.21,3.78
153,153,7071,9IdMkeSBwvaCmtl3opdcUw,36.274602,-115.269966,2.5,89149.0,2,2,3.1,3.38,1.0,3.62,2.5,1.0,3.71,4.5
154,154,7103,9MK66QkfnTp6BxZudH9wxg,36.168028,-115.062472,3.5,89110.0,4,258,2.68,2.78,1.0,2.86,2.5,1.83,2.33,2.67
155,155,7163,9MOnaiFbZn0UDHRhVf5qzw,36.1575464,-115.2860736,5.0,89117.0,10,27,2.0,3.67,2.0,1.0,2.67,2.67,3.6,3.8
156,156,7171,9SzxzTb2hQ7oVkWGm5M4ug,36.1184157683,-115.2091278477,4.0,89103.0,5,26,3.33,3.0,2.0,1.0,2.67,2.67,3.6,3.8
157,157,7191,9YB4qqmyglww3bbW7i0kOA,36.1261596,-115.1918043,4.0,89102.0,5,159,2.63,2.42,2.0,2.14,2.67,2.67,3.25,2.33
158,158,7250,9YiQ3o0EGmtojzjXdEfgeQ,36.0838414902,-115.1197339967,4.5,89119.0,6,116,2.97,3.35,4.0,4.0,2.0,2.64,2.86,3.04
